gauge_id,area,equiv_radius_km,n_gauges_inside,is_container,independent
camelsdk_270045,135.72208999374686,6.5727987203729095,1,True,False
camelsdk_280001,153.5839108697333,6.991943734656784,1,True,False
camelsdk_290009,97.6104638480408,5.574080698897073,0,False,True
camelsdk_300016,35.34593471691123,3.354245139640171,0,False,True
camelsdk_30002,345.9680015500875,10.494047607889048,0,False,True
camelsdk_30003,152.29924484383506,6.962639965711167,0,False,True
camelsdk_310016,87.10514809031689,5.26558921438532,0,False,True
camelsdk_310017,130.47182718575218,6.444414051074619,0,False,True
camelsdk_310021,199.18846519519323,7.962641376164439,1,True,False
camelsdk_310023,146.94535173207967,6.839163558877312,1,True,False
camelsdk_310027,811.4026112605094,16.071013435361298,2,True,False
camelsdk_310032,14.372697758574438,2.1389183686353843,0,False,True
camelsdk_320001,198.1525838649404,7.941909494389446,1,True,False
camelsdk_320004,63.160507994019945,4.483816913176416,0,False,True
camelsdk_320013,15.611441225157945,2.229187313696398,0,False,True
camelsdk_320022,29.04751689736492,3.0407419814120966,0,False,True
camelsdk_330004,64.23605197339808,4.5218326365035235,0,False,True
camelsdk_340002,80.37133581198484,5.057963103340327,0,False,True
camelsdk_340019,267.07435580785705,9.220217340161142,3,True,False
camelsdk_340023,28.0863090343014,2.9900083331039817,0,False,True
camelsdk_350006,212.00083237321044,8.214740459904105,0,False,True
camelsdk_350010,222.51913878588545,8.416058563285448,1,True,False
camelsdk_360008,386.25536820254456,11.088232604451898,1,True,False
camelsdk_360009,425.34742730910494,11.635819316890812,2,True,False
camelsdk_360011,90.53902113057676,5.368376431591371,0,False,True
camelsdk_360015,22.468553463461983,2.674315369523385,1,True,False
camelsdk_360016,16.619144922634216,2.300008288853677,0,False,True
camelsdk_370011,29.357260742366183,3.0569112394000655,0,False,True
camelsdk_370034,104.129745786098,5.757215258223363,1,True,False
camelsdk_370037,22.843892199005168,2.6965601654441382,0,False,True
camelsdk_370038,64.89579763465213,4.54499438491319,0,False,True
camelsdk_370039,30.03282482929848,3.091883738627913,0,False,True
camelsdk_380020,10.919284192155551,1.8643272535725852,0,False,True
camelsdk_380023,117.88312636485688,6.1256317662904785,0,False,True
camelsdk_380024,672.9700990533112,14.636018435174021,2,True,False
camelsdk_380097,109.76127439756524,5.910845858324916,0,False,True
camelsdk_390001,93.7072684536943,5.461497043493602,1,True,False
camelsdk_390002,43.31592780386713,3.7132045525656463,0,False,True
camelsdk_40002,248.5729859485809,8.895124443517235,0,False,True
camelsdk_400024,288.95483472142035,9.590473426918578,0,False,True
camelsdk_410012,12.36656977179934,1.9840366469763995,0,False,True
camelsdk_410014,19.710458906082312,2.504802174029986,0,False,True
camelsdk_410016,13.494135773700934,2.072514613283912,0,False,True
camelsdk_410017,16.94586930931363,2.3225067774137953,0,False,True
camelsdk_410020,30.75165456675139,3.128666755201947,0,False,True
camelsdk_410023,13.868680529950987,2.1010802271707885,0,False,True
camelsdk_420014,32.34956861378725,3.208923106518657,0,False,True
camelsdk_420016,511.1460847601705,12.755502814993225,1,True,False
camelsdk_420020,34.805170461339664,3.3284876217520263,1,True,False
camelsdk_420021,246.93793514795345,8.865821227128672,0,False,True
camelsdk_420022,43.86476382097227,3.736654650798297,1,True,False
camelsdk_420074,92.83501882697992,5.436019157130155,0,False,True
camelsdk_430001,136.25066714360676,6.585585346113663,0,False,True
camelsdk_430003,27.906698985163143,2.98043254876412,0,False,True
camelsdk_430007,29.00366698446442,3.0384459739704828,0,False,True
camelsdk_440020,168.07993644422214,7.314472328154583,1,True,False
camelsdk_440021,127.11404282589008,6.360947767767832,0,False,True
camelsdk_450001,532.9287413042531,13.02445726272798,3,True,False
camelsdk_450002,532.9287413042531,13.02445726272798,3,True,False
camelsdk_450003,483.9411670959475,12.411416430768966,3,True,False
camelsdk_450004,300.4249415157643,9.77896870537251,2,True,False
camelsdk_450005,77.68906759260958,4.972846092845462,0,False,True
camelsdk_450043,64.48039073546936,4.53042446533364,0,False,True
camelsdk_450045,29.397481818710503,3.059004591661117,0,False,True
camelsdk_450058,28.1625851524705,2.994065676387911,0,False,True
camelsdk_450080,31.72328879246137,3.1777093078039567,0,False,True
camelsdk_460001,102.10928036265764,5.701087037622415,1,True,False
camelsdk_460017,78.1756305535749,4.98839413677934,0,False,True
camelsdk_460020,61.69780744500896,4.431593625955593,0,False,True
camelsdk_460030,70.77726690473844,4.74648330586415,0,False,True
camelsdk_470001,57.54474734903142,4.2798436862980385,0,False,True
camelsdk_470035,32.58330895999198,3.220495205173629,0,False,True
camelsdk_470036,39.81830545554496,3.5601348678927778,0,False,True
camelsdk_470037,53.11602648651608,4.111855584217197,0,False,True
camelsdk_480004,127.54437633358552,6.37170588729001,1,True,False
camelsdk_480007,36.13505194350075,3.3914811323934986,0,False,True
camelsdk_480010,57.45840427013067,4.276631632900773,0,False,True
camelsdk_490054,255.3602604990385,9.01574708248363,2,True,False
camelsdk_490057,19.288578234242983,2.477850912058477,0,False,True
camelsdk_490059,20.26202120212182,2.5396065960500556,0,False,True
camelsdk_490061,11.790692517413166,1.9372903740136267,0,False,True
camelsdk_490066,31.720127391967168,3.17755096573956,0,False,True
camelsdk_490082,39.399952636307255,3.541383125180006,1,True,False
camelsdk_490092,92.7851634818048,5.434559303884511,2,True,False
camelsdk_490094,98.39237289534206,5.59636176615392,2,True,False
camelsdk_50003,237.6136073940127,8.696824726606149,0,False,True
camelsdk_500046,34.283536935519365,3.303451034891081,0,False,True
camelsdk_500051,119.53365553261786,6.168366419703035,0,False,True
camelsdk_500056,62.11131640118864,4.446419464511616,0,False,True
camelsdk_500057,74.4365049403742,4.867635505611496,1,True,False
camelsdk_510001,36.56740636043314,3.4117102685641254,0,False,True
camelsdk_510002,35.35793887737925,3.3548146744271903,0,False,True
camelsdk_510018,23.375663931103404,2.7277655554281175,0,False,True
camelsdk_510020,62.01650875273744,4.443024627728268,0,False,True
camelsdk_510022,25.20294319610807,2.832374618628281,0,False,True
camelsdk_510024,106.44189809950193,5.8207824619409285,1,True,False
camelsdk_510026,33.7656339471116,3.278404352520999,0,False,True
camelsdk_510047,13.40978297932531,2.066026740847846,0,False,True
camelsdk_520020,28.97264735975751,3.0368207196881936,0,False,True
camelsdk_520022,38.14497291694461,3.484526077915965,0,False,True
camelsdk_520025,25.245185140791584,2.834747256609325,0,False,True
camelsdk_520029,102.19295806015526,5.7034225557039795,0,False,True
camelsdk_520035,28.548364704690748,3.01450273177575,0,False,True
camelsdk_520039,109.96335425572326,5.916284541629748,2,True,False
camelsdk_520064,54.35266539909805,4.159445965146387,1,True,False
camelsdk_520068,174.3286427661167,7.449196630339228,1,True,False
camelsdk_520069,64.05110880149125,4.515318499568804,1,True,False
camelsdk_520070,27.317988689867764,2.948827880809914,1,True,False
camelsdk_520076,28.81537560368097,3.0285671411990966,1,True,False
camelsdk_520088,20.651515885440546,2.563899699874651,0,False,True
camelsdk_520198,31.89313848211506,3.1862048396620577,0,False,True
camelsdk_530011,51.59288271942006,4.052471422022895,0,False,True
camelsdk_530028,53.23170465706107,4.116330629426925,0,False,True
camelsdk_530042,44.54665754567247,3.765586474007907,0,False,True
camelsdk_530054,24.36933275385125,2.7851390513317846,0,False,True
camelsdk_540002,13.913485792853182,2.1044714488780514,0,False,True
camelsdk_550015,417.2367396917344,11.524347231968145,0,False,True
camelsdk_550017,111.08326175307722,5.946335039799409,0,False,True
camelsdk_550018,291.39230224645144,9.63083851816137,1,True,False
camelsdk_560001,56.04626815161957,4.2237520330114355,0,False,True
camelsdk_560002,68.35682626995967,4.664617196499195,2,True,False
camelsdk_560003,57.8455944714427,4.291016731782648,0,False,True
camelsdk_560005,258.2072703589104,9.065866028117338,0,False,True
camelsdk_560006,15.760723095296148,2.2398200763985394,0,False,True
camelsdk_560007,146.102069078008,6.8195111979845775,1,True,False
camelsdk_560009,24.075209018471675,2.7682805209228145,0,False,True
camelsdk_570044,14.984395015487156,2.183959951993781,0,False,True
camelsdk_570049,62.20662469661645,4.449829617755916,0,False,True
camelsdk_570050,608.5291170189694,13.917644699367447,2,True,False
camelsdk_570052,21.32308007317785,2.605253767136917,0,False,True
camelsdk_570053,67.58974693097899,4.638370905047497,0,False,True
camelsdk_570054,34.262790515962784,3.3024513545963363,0,False,True
camelsdk_570055,145.6752807818566,6.80954345352642,0,False,True
camelsdk_570056,119.14881529722766,6.158428844778028,1,True,False
camelsdk_570057,263.9858981674068,9.166750852935461,1,True,False
camelsdk_570058,752.6311628015152,15.478047026990334,7,True,False
camelsdk_570059,43.04325767415714,3.701498946540514,0,False,True
camelsdk_570060,25.25165276395204,2.835110353627558,0,False,True
camelsdk_570063,12.906439547999756,2.0268811764782306,0,False,True
camelsdk_570068,72.13554883896953,4.791811592783847,0,False,True
camelsdk_580047,133.51682247589918,6.519181280339184,1,True,False
camelsdk_590005,43.78762174351681,3.73336750045287,0,False,True
camelsdk_590006,129.6441532895754,6.423940821489459,3,True,False
camelsdk_590008,32.24598696454465,3.2037815844043123,0,False,True
camelsdk_590009,55.40604891143785,4.199558681920437,0,False,True
camelsdk_590010,36.790469124056656,3.4221002380887002,0,False,True
camelsdk_60001,283.494317083445,9.499423340634044,0,False,True
camelsdk_600028,11.627379352337291,1.9238268628590882,0,False,True
camelsdk_600029,48.58168402382863,3.9324331287692322,1,True,False
camelsdk_600031,42.67752851848573,3.685739986125537,0,False,True
camelsdk_600032,43.7658499733575,3.7324392458225333,0,False,True
camelsdk_600034,25.674660928285483,2.8587581915737417,0,False,True
camelsdk_600035,18.39608542824184,2.419846246952676,0,False,True
camelsdk_600036,53.76713055249749,4.136980687239728,0,False,True
camelsdk_610010,29.57609146069624,3.0682832833060907,0,False,True
camelsdk_610011,30.04913791953401,3.0927233421513636,0,False,True
camelsdk_610012,35.89719524053934,3.380300597777273,0,False,True
camelsdk_610013,54.592460237289146,4.168611256116913,0,False,True
camelsdk_610015,47.24056274955971,3.8777748970344543,1,True,False
camelsdk_620012,30.24881498303584,3.1029819294421745,1,True,False
camelsdk_620015,24.4643136432139,2.7905613935794307,0,False,True
camelsdk_620017,84.81780383374168,5.1959932144564425,0,False,True
camelsdk_620022,16.84343356046486,2.315476499465242,0,False,True
camelsdk_630007,40.83057439793285,3.6051040885700933,0,False,True
camelsdk_640025,39.655944144392805,3.552869131717693,0,False,True
camelsdk_650001,202.24192649108468,8.023440945315652,0,False,True
camelsdk_660014,42.29090481185413,3.6690070996484616,0,False,True
camelsdk_670017,48.90187705138684,3.9453708214058496,0,False,True
camelsdk_670018,24.154468777570028,2.7728336061542245,0,False,True
camelsdk_70003,103.72308856153008,5.74596245329291,0,False,True
camelsdk_80001,153.13153063130017,6.981638782291649,0,False,True
camelsdk_90001,95.3304110790316,5.5085944033319905,1,True,False
camelsdk_90015,36.156276852055605,3.3924770256565404,0,False,True
camelsdk_90021,121.19232366272992,6.2110155974230725,0,False,True
camelsdk_90022,28.351913709158342,3.0041129182929938,0,False,True
camelsgb_10002,324.3123507633707,10.160306464840819,0,False,True
camelsgb_10003,529.9924661936965,12.988527306526406,0,False,True
camelsgb_1001,157.4450958169057,7.079288843498001,0,False,True
camelsgb_101002,30.52430085861766,3.1170798405152174,0,False,True
camelsgb_101005,24.241153136003543,2.7778046539821926,0,False,True
camelsgb_102001,20.92600961591104,2.5808827441636226,0,False,True
camelsgb_106001,44.65658671512556,3.770229838437996,0,False,True
camelsgb_107001,19.510166455511264,2.4920431103575638,0,False,True
camelsgb_11001,1263.679902886383,20.055966844321123,1,True,False
camelsgb_11003,507.72176029132993,12.712704501063772,0,False,True
camelsgb_11004,194.59980690648,7.870390230972623,0,False,True
camelsgb_12001,1374.035090863065,20.913367815470483,1,True,False
camelsgb_12002,1825.2718290400087,24.103984487138316,1,True,False
camelsgb_12005,108.90835359962912,5.887835395012498,0,False,True
camelsgb_12006,145.2722611853086,6.8001174198360355,1,True,False
camelsgb_12007,290.6889906324556,9.619208882392456,0,False,True
camelsgb_12008,231.85998043836744,8.590886100043038,0,False,True
camelsgb_13001,123.94636553952806,6.281190453073501,0,False,True
camelsgb_13004,107.05965925571375,5.837649180326072,0,False,True
camelsgb_13005,128.381090709324,6.392571499157114,0,False,True
camelsgb_13007,743.8813403913169,15.387812865843078,1,True,False
camelsgb_13008,487.6034342993549,12.458290158551177,1,True,False
camelsgb_14001,307.4457537352678,9.892574128060039,1,True,False
camelsgb_14002,127.08220722545664,6.36015117099586,0,False,True
camelsgb_14005,58.06137867761511,4.299012774875837,0,False,True
camelsgb_15006,4566.175467626968,38.12425466019706,11,True,False
camelsgb_15007,1143.7911880428212,19.080881606569786,4,True,False
camelsgb_15010,362.2080906890287,10.737523742561544,1,True,False
camelsgb_15011,386.5375935589726,11.092282786311973,0,False,True
camelsgb_15012,1658.6656655553534,22.977590805388758,4,True,False
camelsgb_15013,172.53271645228523,7.4107266402767245,0,False,True
camelsgb_15014,105.0707249331515,5.783169588964155,0,False,True
camelsgb_15021,94.0423249764852,5.471252302693055,0,False,True
camelsgb_15023,209.78439150982663,8.171685614647,0,False,True
camelsgb_15024,231.47680477787264,8.58378444411509,0,False,True
camelsgb_15025,435.4898490807287,11.77373026254139,1,True,False
camelsgb_15030,243.292448119322,8.800135877941726,0,False,True
camelsgb_15039,165.69154602647973,7.262317616112991,0,False,True
camelsgb_16001,582.0491158949636,13.611465308110729,0,False,True
camelsgb_16004,780.4229509614839,15.761229035064748,2,True,False
camelsgb_17001,120.60988429509442,6.196072832255256,1,True,False
camelsgb_17003,51.26864095662855,4.039717226205575,0,False,True
camelsgb_17004,158.52242971577513,7.103467924922751,0,False,True
camelsgb_17005,193.9760508019449,7.857766518111128,0,False,True
camelsgb_17018,10.300442288710098,1.8107270949985852,0,False,True
camelsgb_18001,159.58134283700818,7.127153644724137,0,False,True
camelsgb_18002,177.91586635573444,7.525448768677144,1,True,False
camelsgb_18003,513.2528565129388,12.781762724293507,1,True,False
camelsgb_18008,191.52227486873463,7.807908395667023,0,False,True
camelsgb_18010,389.5239701626653,11.13504964552634,1,True,False
camelsgb_18011,1022.972347373731,18.04500516657442,3,True,False
camelsgb_18014,25.25832419304816,2.8354848437405633,0,False,True
camelsgb_19001,377.9270348249536,10.96804045583843,1,True,False
camelsgb_19006,101.84778729061918,5.6937823615368295,0,False,True
camelsgb_19020,31.889309377894094,3.186013565344184,0,False,True
camelsgb_20007,67.500423114501,4.635304952096952,0,False,True
camelsgb_2001,550.5759725178066,13.238344879465593,0,False,True
camelsgb_2002,421.4330446744797,11.582154570045333,0,False,True
camelsgb_21003,695.2682080169319,14.876516533149745,1,True,False
camelsgb_21006,1499.4462147219538,21.846934657907063,4,True,False
camelsgb_21008,1117.145797927977,18.857320906988733,2,True,False
camelsgb_21009,4381.284484573129,37.3444261654036,4,True,False
camelsgb_21011,231.5189278794664,8.584565427714217,0,False,True
camelsgb_21012,323.1408239352488,10.141938615874452,0,False,True
camelsgb_21013,204.6156905526208,8.070390149876427,0,False,True
camelsgb_21015,238.1606233577271,8.706829555840562,1,True,False
camelsgb_21016,118.44936905031948,6.14032614613825,0,False,True
camelsgb_21018,173.27794888948827,7.426714225629913,0,False,True
camelsgb_21022,500.2390476164661,12.61867799381081,2,True,False
camelsgb_21023,112.50205877972904,5.984188961389646,0,False,True
camelsgb_21024,139.402887561404,6.6613299928289305,0,False,True
camelsgb_21027,154.72382157223768,7.017843118407543,0,False,True
camelsgb_22001,576.0215876991286,13.540803743497506,0,False,True
camelsgb_22007,280.931981038468,9.456396084647766,0,False,True
camelsgb_22009,344.6495472056027,10.474032563645693,0,False,True
camelsgb_23001,2164.1000159135942,26.24603645802154,2,True,False
camelsgb_23004,747.0603252324032,15.420657803646119,0,False,True
camelsgb_23006,321.8349559510488,10.12142520590572,0,False,True
camelsgb_23008,343.86842717375134,10.462156561430149,0,False,True
camelsgb_24001,658.7222313782974,14.480255470700731,0,False,True
camelsgb_24003,172.85265477424667,7.417594547274509,0,False,True
camelsgb_24004,73.84858189405884,4.8483743355409565,0,False,True
camelsgb_25001,844.5621667281509,16.396111952727495,1,True,False
camelsgb_25006,86.49602462701448,5.247145867457406,0,False,True
camelsgb_26003,59.36425648037189,4.3469793792532,0,False,True
camelsgb_26008,40.81196264510807,3.6042823397316512,0,False,True
camelsgb_26009,194.86883135538395,7.875828561459459,1,True,False
camelsgb_27001,492.1550861293822,12.516302547103013,0,False,True
camelsgb_27002,756.3297925040414,15.516032036876291,2,True,False
camelsgb_27003,1929.1644424086303,24.78047848797329,2,True,False
camelsgb_27006,363.6188551092718,10.758414213261757,1,True,False
camelsgb_27007,909.2894047397216,17.01281302227317,2,True,False
camelsgb_27009,3288.8269629837423,32.35531078919714,2,True,False
camelsgb_27021,1248.524915264151,19.93534107246121,3,True,False
camelsgb_27023,119.14035652112588,6.158210237084783,0,False,True
camelsgb_27025,353.71709150843736,10.610921125864246,0,False,True
camelsgb_27026,166.46125121416569,7.279166293470184,0,False,True
camelsgb_27029,339.5538564981271,10.396314222607263,1,True,False
camelsgb_27030,309.89403878454914,9.93188482688684,0,False,True
camelsgb_27034,509.0796447424594,12.729692996158896,0,False,True
camelsgb_27035,282.3778702350994,9.480699749246133,1,True,False
camelsgb_27041,1588.255463537886,22.48460397315301,1,True,False
camelsgb_27042,60.112053375550815,4.374272610188525,0,False,True
camelsgb_27043,428.4638487091272,11.678367990283197,1,True,False
camelsgb_27049,236.73271407492703,8.680689101285099,1,True,False
camelsgb_27051,8.141572004002088,1.6098269652204988,0,False,True
camelsgb_27062,521.615268356516,12.885468431620561,1,True,False
camelsgb_27065,100.36543354202684,5.652195124688228,0,False,True
camelsgb_27071,1349.4685142282376,20.725568006030606,1,True,False
camelsgb_27079,946.8724098763072,17.360842405203122,1,True,False
camelsgb_27080,858.5220248375102,16.53106312407963,0,False,True
camelsgb_27084,40.86819148827991,3.606764392245734,0,False,True
camelsgb_27087,474.1081636283665,12.28467808301672,0,False,True
camelsgb_27089,812.4251107863286,16.081136295276206,1,True,False
camelsgb_27090,495.739207803376,12.561794888181193,0,False,True
camelsgb_28001,126.26907364212896,6.339770852291016,0,False,True
camelsgb_28003,404.2940149923305,11.344195956390937,1,True,False
camelsgb_28008,396.6440552816592,11.236357242993927,0,False,True
camelsgb_28009,7441.592112987804,48.66962439254429,14,True,False
camelsgb_28012,1202.6163664990102,19.565394929391633,1,True,False
camelsgb_28018,881.1180232633465,16.74719611455728,1,True,False
camelsgb_28022,8182.03790576127,51.033553222701734,16,True,False
camelsgb_28023,151.75509306338958,6.950190385940381,0,False,True
camelsgb_28024,415.5921808619998,11.501612921197466,1,True,False
camelsgb_28026,370.3626908784647,10.857721030688095,0,False,True
camelsgb_28031,147.64535191048472,6.855433987880863,1,True,False
camelsgb_28039,73.45269519773572,4.8353613151742785,0,False,True
camelsgb_28040,58.31737807498966,4.308479775696649,0,False,True
camelsgb_28043,343.15846755399366,10.451350761988412,1,True,False
camelsgb_28044,33.83828367397349,3.2819293449002407,0,False,True
camelsgb_28046,85.39864523099529,5.213754217809661,0,False,True
camelsgb_28048,128.20206030600374,6.388112649643205,0,False,True
camelsgb_28050,129.73701605635534,6.426241110845678,0,False,True
camelsgb_28052,141.2924657663208,6.7063245296290805,0,False,True
camelsgb_28055,50.89067398423661,4.024798708474593,0,False,True
camelsgb_28056,91.58968376902055,5.39943532382103,0,False,True
camelsgb_28066,118.98847964643086,6.154283826200877,0,False,True
camelsgb_28067,1172.629210597974,19.31992418621847,1,True,False
camelsgb_28072,59.707235700885,4.359518712002217,0,False,True
camelsgb_28074,1296.0964771014917,20.311580984979674,1,True,False
camelsgb_28080,792.5456011220696,15.883170341233198,2,True,False
camelsgb_28081,173.90089540380572,7.440052030950099,0,False,True
camelsgb_28082,179.9605357394591,7.568567740913813,0,False,True
camelsgb_28085,1047.4405503853563,18.25953675144717,2,True,False
camelsgb_28091,227.43865174609164,8.508582217449229,0,False,True
camelsgb_28093,1106.377974488241,18.766220907140706,1,True,False
camelsgb_28115,30.45604314060285,3.113592719944905,0,False,True
camelsgb_28116,155.4600940220273,7.034520938505543,0,False,True
camelsgb_28117,744.9904252419744,15.39927977104081,2,True,False
camelsgb_29002,80.11324527700471,5.049835441471086,0,False,True
camelsgb_29003,56.20583380653825,4.229760343308382,0,False,True
camelsgb_29005,63.03325542860016,4.47929775313849,0,False,True
camelsgb_30001,294.6396636585402,9.68435427916494,0,False,True
camelsgb_30004,59.86425482628384,4.365247317189698,0,False,True
camelsgb_30005,123.03232980373711,6.257987447794551,1,True,False
camelsgb_30011,64.30413109748879,4.524228182882602,0,False,True
camelsgb_30012,38.07189972225034,3.4811868762521496,0,False,True
camelsgb_30014,10.887349617461371,1.861599048554029,0,False,True
camelsgb_30015,41.130593238850885,3.618324813021962,0,False,True
camelsgb_3003,329.97313696497,10.248595595057305,0,False,True
camelsgb_31006,148.65356532827212,6.878800728357887,0,False,True
camelsgb_31010,68.57701586860456,4.672123940560602,0,False,True
camelsgb_31021,246.26362254458053,8.853708017738862,0,False,True
camelsgb_31025,23.60137599703817,2.7409033743271705,0,False,True
camelsgb_32003,70.21651608835886,4.727643307643652,0,False,True
camelsgb_32004,193.70420750286183,7.852258544110562,0,False,True
camelsgb_32006,219.9712725286828,8.367737491240307,0,False,True
camelsgb_32008,103.9174154289247,5.751342510900799,0,False,True
camelsgb_33006,258.3004664720907,9.067501975955187,1,True,False
camelsgb_33007,146.7856559367801,6.83544624985447,0,False,True
camelsgb_33012,137.67993042428608,6.620036478989125,0,False,True
camelsgb_33014,272.94877299302743,9.321067152714644,0,False,True
camelsgb_33018,132.11462119379806,6.484858520847813,0,False,True
camelsgb_33019,310.07304007026056,9.93475284511027,0,False,True
camelsgb_33021,306.94743840692706,9.884553818140455,1,True,False
camelsgb_33022,537.7728763878318,13.083517228778371,1,True,False
camelsgb_33024,198.8542114078432,7.955957604235836,0,False,True
camelsgb_33026,2557.706022863656,28.533193179686815,2,True,False
camelsgb_33028,119.0165089317956,6.155008644353959,1,True,False
camelsgb_33029,95.02966913614708,5.499898468772879,0,False,True
camelsgb_33031,69.83455471682751,4.714767137792604,0,False,True
camelsgb_33033,112.56924876823165,5.985975673456303,0,False,True
camelsgb_33034,704.8271300902961,14.978432613537706,2,True,False
